x_m,g1,g1_fit,residual
3.8493723849372380e-07,6.5358659068780434e-01,6.5731974704270246e-01,-3.7331563548981261e-03
4.0167364016736396e-07,6.3109154326424721e-01,6.3903516077886147e-01,-7.9436175146142540e-03
4.1841004184100413e-07,6.1361446643062123e-01,6.2051266411507322e-01,-6.8981976844519899e-03
4.3514644351464429e-07,6.0805894441511754e-01,6.0178175650813936e-01,6.2771879069781766e-03
4.5188284518828446e-07,5.8656131479047202e-01,5.8287189285105434e-01,3.6894219394176808e-03
4.6861924686192462e-07,5.6813306441840461e-01,5.6381242956023936e-01,4.3206348581652509e-03
4.8535564853556484e-07,5.4915327800901403e-01,5.4463257149612465e-01,4.5207065128893831e-03
5.0209205020920495e-07,5.5548019867825271e-01,5.2536131981765655e-01,3.0118878860596165e-02
5.1882845188284506e-07,4.9786830699670281e-01,5.0602742086815655e-01,-8.1591138714537381e-03
5.3556485355648528e-07,4.7686303065693575e-01,4.8665931618664393e-01,-9.7962855297081819e-03
5.5230125523012550e-07,4.5292350276204491e-01,4.6728509373523436e-01,-1.4361590973189453e-02
5.6903765690376561e-07,4.5498225833281514e-01,4.4793244042957142e-01,7.0498179032437158e-03
5.8577405857740572e-07,4.4334597576696716e-01,4.2862859605544390e-01,1.4717379711523260e-02
6.0251046025104594e-07,4.0545414161495447e-01,4.0940030865079530e-01,-3.9461670358408307e-03
6.1924686192468616e-07,3.7542233659498908e-01,3.9027379142824548e-01,-1.4851454833256394e-02
6.3598326359832627e-07,3.5665379686681364e-01,3.7127468130905905e-01,-1.4620884442245408e-02
6.5271966527196638e-07,3.5993623515764800e-01,3.5242799913517681e-01,7.5082360224711930e-03
6.6945606694560660e-07,3.4266680192869198e-01,3.3375811162153041e-01,8.9086903071615708e-03
6.8619246861924682e-07,3.2121387724253669e-01,3.1528869510636293e-01,5.9251821361737678e-03
7.0292887029288693e-07,2.8486328448367998e-01,2.9704270115271536e-01,-1.2179416669035381e-02
7.1966527196652704e-07,2.8036059805921626e-01,2.7904232404960255e-01,1.3182740096137069e-03
7.3640167364016726e-07,2.6093487590467185e-01,2.6130897025672450e-01,-3.7409435205265629e-04
7.5313807531380748e-07,2.4506593680413008e-01,2.4386322983182340e-01,1.2027069723066774e-03
7.6987447698744759e-07,2.3777225215533004e-01,2.2672484987504435e-01,1.1047402280285695e-02
7.8661087866108770e-07,2.1130285993505354e-01,2.0991271001988057e-01,1.3901499151729724e-03
8.0334728033472792e-07,2.0173142322609799e-01,1.9344479999549466e-01,8.2866232306033349e-03
8.2008368200836814e-07,1.7652775261934450e-01,1.7733819928042582e-01,-8.1044666108132102e-04
8.3682008368200825e-07,1.6420068101571211e-01,1.6160905886292232e-01,2.5916221527897965e-03
8.5355648535564836e-07,1.5408147720991555e-01,1.4627258511839045e-01,7.8088920915251048e-03
8.7029288702928858e-07,1.0791551183645155e-01,1.3134302580974003e-01,-2.3427513973288475e-02
8.8702928870292880e-07,1.1056391540888162e-01,1.1683365821173725e-01,-6.2697428028556240e-03
9.0376569037656891e-07,9.4326982843813009e-02,1.0275677935586353e-01,-8.4297965120505164e-03
9.2050209205020903e-07,7.8271464535760546e-02,8.9123698387628542e-02,-1.0852233851867996e-02
9.3723849372384924e-07,7.0658041006900277e-02,7.5944731023812315e-02,-5.2866900169120379e-03
9.5397489539748946e-07,8.4607325866071087e-02,6.3229196092718321e-02,2.1378129773352766e-02
9.7071129707112968e-07,3.7069259005774298e-02,5.0985414136220569e-02,-1.3916155130446271e-02
9.8744769874476969e-07,5.2936902763252421e-02,3.9220708048189820e-02,1.3716194715062600e-02
1.0041841004184099e-06,2.0141572128180227e-03,2.7941405719791049e-02,-2.5927248506973026e-02
1.0209205020920501e-06,1.1571875841582063e-02,1.7152844658180687e-02,-5.5809688165986242e-03
1.0376569037656901e-06,8.8718740410837944e-03,6.8593785412725157e-03,2.0124954998112787e-03
1.0543933054393303e-06,5.5598482100274044e-03,-2.9356143324651592e-03,8.4954625424925635e-03
1.0711297071129706e-06,-1.7265830354092418e-03,-1.2229720743794453e-02,1.0503137708385211e-02
1.0878661087866108e-06,-9.1525914627544041e-03,-2.1021480450129876e-02,1.1868888987375472e-02
1.1046025104602510e-06,-3.4437650511437906e-02,-2.9310372331920822e-02,-5.1272781795170842e-03
1.1213389121338910e-06,-4.3792938051005176e-02,-3.7096798842447043e-02,-6.6961392085581328e-03
1.1380753138075312e-06,-3.1137483160091604e-02,-4.4382068818443074e-02,1.3244585658351470e-02
1.1548117154811714e-06,-5.3527266491708442e-02,-5.1168378711754198e-02,-2.3588877799542440e-03
1.1715481171548114e-06,-7.5948107393329467e-02,-5.7458792304861256e-02,-1.8489315088468211e-02
1.1882845188284517e-06,-7.9476014498326836e-02,-6.3257218975550741e-02,-1.6218795522776094e-02
1.2050209205020919e-06,-8.1446236731671673e-02,-6.8568390578283026e-02,-1.2877846153388647e-02
1.2217573221757321e-06,-6.4894501574445443e-02,-7.3397837011897948e-02,8.5033354374525055e-03
1.2384937238493723e-06,-7.4439328476908886e-02,-7.7751860545207122e-02,3.3125320682982351e-03
1.2552301255230123e-06,-6.9975942775926447e-02,-8.1637508973737560e-02,1.1661566197811113e-02
1.2719665271966525e-06,-9.0041302648732294e-02,-8.5062547682428880e-02,-4.9787549663034142e-03
1.2887029288702928e-06,-8.4104242756872630e-02,-8.8035430690429156e-02,3.9311879335565264e-03
1.3054393305439328e-06,-7.9508245554575863e-02,-9.0565270755292096e-02,1.1057025200716233e-02
1.3221757322175730e-06,-9.5512021349028225e-02,-9.2661808614844035e-02,-2.8502127341841904e-03
1.3389121338912132e-06,-8.5580480406193954e-02,-9.4335381445769154e-02,8.7549010395751997e-03
1.3556485355648534e-06,-1.0351300554020559e-01,-9.5596890618550270e-02,-7.9161149216553234e-03
1.3723849372384936e-06,-9.9785330003153858e-02,-9.6457768828806287e-02,-3.3275611743475708e-03
1.3891213389121336e-06,-1.0043655662578063e-01,-9.6929946685284887e-02,-3.5066099404957446e-03
1.4058577405857739e-06,-1.1264722098255930e-01,-9.7025818834803837e-02,-1.5621402147755467e-02
1.4225941422594141e-06,-8.7045377297183091e-02,-9.6758209704285045e-02,9.7128324071019539e-03
1.4393305439330541e-06,-1.0068594673742741e-01,-9.6140338939702183e-02,-4.5456077977252263e-03
1.4560669456066943e-06,-9.2420810352015395e-02,-9.5185786621260302e-02,2.7649762692449065e-03
1.4728033472803345e-06,-8.4042760985947651e-02,-9.3908458333452502e-02,9.8656973475048509e-03
1.4895397489539747e-06,-8.2898500189964697e-02,-9.2322550167798390e-02,9.4240499778336928e-03
1.5062761506276150e-06,-7.7669546257277941e-02,-9.0442513735063568e-02,1.2772967477785627e-02
1.5230125523012550e-06,-8.6907592987159443e-02,-8.8283021262594699e-02,1.3754282754352559e-03
1.5397489539748952e-06,-8.9300860552951430e-02,-8.5858930851086201e-02,-3.4419297018652290e-03
1.5564853556485354e-06,-8.1424411347641085e-02,-8.3185251963625487e-02,1.7608406159844020e-03
1.5732217573221754e-06,-1.0258727500324830e-01,-8.0277111218251110e-02,-2.2310163784997186e-02
1.5899581589958156e-06,-9.5819191880632620e-02,-7.7149718553507898e-02,-1.8669473327124722e-02
1.6066945606694558e-06,-9.0590163049747013e-02,-7.3818333834598238e-02,-1.6771829215148776e-02
1.6234309623430961e-06,-8.2162745867551054e-02,-7.0298233965720228e-02,-1.1864511901830826e-02
1.6401673640167363e-06,-5.7494276676359653e-02,-6.6604680572052377e-02,9.1104038956927244e-03
1.6569037656903763e-06,-7.3207593317708056e-02,-6.2752888312602201e-02,-1.0454705005105855e-02
1.6736401673640165e-06,-6.1295139183647068e-02,-5.8757993882785312e-02,-2.5371453008617567e-03
1.6903765690376567e-06,-3.2009327382408706e-02,-5.4635025763151865e-02,2.2625698380743159e-02
1.7071129707112967e-06,-5.2609348849672624e-02,-5.0398874768135551e-02,-2.2104740815370727e-03
1.7238493723849369e-06,-3.1877527488518055e-02,-4.6064265446070521e-02,1.4186737957552466e-02
1.7405857740585772e-06,-5.2541071708840099e-02,-4.1645728379016839e-02,-1.0895343329823261e-02
1.7573221757322174e-06,-3.7150793856799175e-02,-3.7157573428156315e-02,6.7795713571405791e-06
1.7740585774058576e-06,-4.3801808425270893e-02,-3.2613863967679971e-02,-1.1187944457590922e-02
1.7907949790794976e-06,-3.0082704272117677e-02,-2.8028392147191331e-02,-2.0543121249263462e-03
1.8075313807531378e-06,-7.8151527672316624e-03,-2.3414655219703585e-02,1.5599502452471922e-02
1.8242677824267780e-06,-4.1742007184739416e-02,-1.8785832969322343e-02,-2.2956174215417072e-02
1.8410041841004181e-06,-4.7308041622444105e-03,-1.4154766269684631e-02,9.4239621074402209e-03
1.8577405857740583e-06,-3.1109171883123522e-03,-9.5339368011786683e-03,6.4230196128663162e-03
1.8744769874476985e-06,-1.1045741152516846e-02,-4.9354479519039159e-03,-6.1102932006129301e-03
1.8912133891213387e-06,-1.9319156193571260e-02,-3.7100692425379167e-04,-1.8948149269317469e-02
1.9079497907949789e-06,7.9095159338427520e-03,4.1480919340761181e-03,3.7614239997666339e-03
1.9246861924686191e-06,3.2810536327768838e-03,8.6109825589293400e-03,-5.3299289261524562e-03
1.9414225941422594e-06,1.9039268918132242e-02,1.3007241345720743e-02,6.0320275724114990e-03
1.9581589958158992e-06,2.0122663711586615e-02,1.7326900063049898e-02,2.7957636485367171e-03
1.9748953974895394e-06,4.7978132196868903e-02,2.1560457497313598e-02,2.6417674699555305e-02
1.9916317991631796e-06,2.4419713548020042e-02,2.5698889824724149e-02,-1.2791762767041075e-03
2.0083682008368198e-06,1.6609928335792581e-02,2.9733659710103885e-02,-1.3123731374311304e-02
2.0251046025104600e-06,3.8489822024358508e-02,3.3656724134734237e-02,4.8330978896242716e-03
2.0418410041841002e-06,4.2817603333940177e-02,3.7460540958402080e-02,5.3570623755380964e-03
2.0585774058577405e-06,6.3494324848870659e-02,4.1138074223592280e-02,2.2356250625278379e-02
2.0753138075313803e-06,5.9087666704694432e-02,4.4682798212524522e-02,1.4404868492169910e-02
2.0920502092050205e-06,5.5228429824940910e-02,4.8088700270403836e-02,7.1397295545370734e-03
2.1087866108786607e-06,7.4993918105733332e-02,5.1350282410864562e-02,2.3643635694868770e-02
2.1255230125523009e-06,3.8231865312606375e-02,5.4462561722117123e-02,-1.6230696409510748e-02
2.1422594142259411e-06,4.9331694302833309e-02,5.7421069594744641e-02,-8.0893752919113313e-03
2.1589958158995813e-06,4.7736009145197683e-02,6.0221849794466167e-02,-1.2485840649268484e-02
2.1757322175732216e-06,5.8333019118788285e-02,6.2861455405440594e-02,-4.5284362866523098e-03
2.1924686192468618e-06,4.5911543157560269e-02,6.5336944671865751e-02,-1.9425401514305482e-02
2.2092050209205020e-06,7.8304730820570517e-02,6.7645875767697317e-02,1.0658855052873201e-02
2.2259414225941418e-06,6.7492019631974084e-02,6.9786300526283138e-02,-2.2942808943090531e-03
2.2426778242677820e-06,5.0642203079564796e-02,7.1756757163579613e-02,-2.1114554084014817e-02
2.2594142259414222e-06,5.9179847020476281e-02,7.3556262030368386e-02,-1.4376415009892105e-02
2.2761506276150624e-06,8.0655492327174449e-02,7.5184300430544915e-02,5.4711918966295348e-03
2.2928870292887027e-06,8.9894119713930756e-02,7.6640816544083640e-02,1.3253303169847117e-02
2.3096234309623429e-06,1.0847341671343157e-01,7.7926202494701974e-02,3.0547214218729593e-02
2.3263598326359831e-06,1.2326245692072671e-01,7.9041286603553154e-02,4.4221170317173555e-02
2.3430962343096229e-06,8.6636016880350164e-02,7.9987320871460696e-02,6.6486960088894681e-03
2.3598326359832631e-06,6.6277304109410892e-02,8.0765967733275726e-02,-1.4488663623864834e-02
2.3765690376569033e-06,4.9677570974474505e-02,8.1379286128886147e-02,-3.1701715154411642e-02
2.3933054393305436e-06,8.6051831288587330e-02,8.1829716936233615e-02,4.2221143523537147e-03
2.4100418410041838e-06,7.0062915072731116e-02,8.2120067812403066e-02,-1.2057152739671950e-02
2.4267782426778240e-06,7.6093836712931615e-02,8.2253497489436514e-02,-6.1596607765048994e-03
2.4435146443514642e-06,7.3059838070435174e-02,8.2233499571991914e-02,-9.1736615015567402e-03
2.4602510460251044e-06,7.9900397337694731e-02,8.2063885884316873e-02,-2.1634885466221415e-03
2.4769874476987446e-06,9.7631046761792045e-02,8.1748769414239669e-02,1.5882277347552376e-02
2.4937238493723844e-06,8.3488775033158935e-02,8.1292546901994889e-02,2.1962281311640464e-03
2.5104602510460247e-06,7.8112610824489448e-02,8.0699881121701678e-02,-2.5872702972122297e-03
2.5271966527196649e-06,6.4188797152172031e-02,7.9975682903200035e-02,-1.5786885751028004e-02
2.5439330543933051e-06,5.3712430294023672e-02,7.9125092941726302e-02,-2.5412662647702630e-02
2.5606694560669453e-06,7.0530145296355554e-02,7.8153463442576454e-02,-7.6233181462209004e-03
2.5774058577405855e-06,7.5898732297412980e-02,7.7066339647466356e-02,-1.1676073500533762e-03
2.5941422594142257e-06,1.0199950441803454e-01,7.5869441288755154e-02,2.6130063129279388e-02
2.6108786610878655e-06,7.6110042686285878e-02,7.4568644017054084e-02,1.5413986692317944e-03
2.6276150627615058e-06,8.7478701735679343e-02,7.3169960847001156e-02,1.4308740888678187e-02
2.6443514644351460e-06,6.3742312596374653e-02,7.1679523665146572e-02,-7.9372110687719183e-03
2.6610878661087862e-06,5.1870408026252729e-02,7.0103564842966246e-02,-1.8233156816713517e-02
2.6778242677824264e-06,5.3505609432374188e-02,6.8448398997006624e-02,-1.4942789564632436e-02
2.6945606694560666e-06,5.5373095512380656e-02,6.6720404937066338e-02,-1.1347309424685682e-02
2.7112970711297068e-06,9.6385373528939305e-02,6.4926007842142461e-02,3.1459365686796845e-02
2.7280334728033471e-06,5.0288488010247850e-02,6.3071661702616522e-02,-1.2783173692368671e-02
2.7447698744769873e-06,7.3288111623187546e-02,6.1163832065831078e-02,1.2124279557356468e-02
2.7615062761506271e-06,4.5225265432356498e-02,5.9208979120816692e-02,-1.3983713688460193e-02
2.7782426778242673e-06,7.0764439559319103e-02,5.7213541156474104e-02,1.3550898402844999e-02
2.7949790794979075e-06,6.0556361701905363e-02,5.5183918426007478e-02,5.3724432758978855e-03
2.8117154811715477e-06,5.0399609979704676e-02,5.3126457448835360e-02,-2.7268474691306832e-03
2.8284518828451879e-06,5.0086819082863172e-02,5.1047435779594461e-02,-9.6061669673128819e-04
2.8451882845188282e-06,3.8813594032856696e-02,4.8953047272191956e-02,-1.0139453239335260e-02
2.8619246861924684e-06,5.3257689555351630e-02,4.6849387865163523e-02,6.4083016901881062e-03
2.8786610878661082e-06,3.7672947317707900e-02,4.4742441912861988e-02,-7.0694945951540883e-03
2.8953974895397484e-06,2.4050321388263254e-02,4.2638069085238282e-02,-1.8587747696975028e-02
2.9121338912133886e-06,2.1213243318837029e-02,4.0541991857188188e-02,-1.9328748538351159e-02
2.9288702928870288e-06,4.0935635588803441e-02,3.8459783606629598e-02,2.4758519821738434e-03
2.9456066945606690e-06,6.0019560205256242e-02,3.6396857338650307e-02,2.3622702866605935e-02
2.9623430962343093e-06,3.6746382270670182e-02,3.4358455051230578e-02,2.3879272194396034e-03
2.9790794979079495e-06,3.0612083789415972e-02,3.2349637756202303e-02,-1.7375539667863309e-03
2.9958158995815897e-06,3.4760732443525101e-02,3.0375276167262363e-02,4.3854562762627378e-03
3.0125523012552299e-06,4.8186073648804187e-02,2.8440042065015880e-02,1.9746031583788307e-02
3.0292887029288697e-06,3.0054802054051921e-02,2.6548400347190505e-02,3.5064017068614159e-03
3.0460251046025099e-06,1.8817550402744333e-02,2.4704601770339320e-02,-5.8870513675949865e-03
3.0627615062761502e-06,3.9846405777180037e-02,2.2912676387542255e-02,1.6933729389637782e-02
3.0794979079497904e-06,2.8010876294454277e-02,2.1176427684827952e-02,6.8344486096263250e-03
3.0962343096234306e-06,4.3003546080090806e-02,1.9499427417273715e-02,2.3504118662817090e-02
3.1129707112970708e-06,2.1166767917675772e-02,1.7885011144004939e-02,3.2817567736708325e-03
3.1297071129707110e-06,-1.4314635154592317e-03,1.6336274459610417e-02,-1.7767737975069649e-02
3.1464435146443508e-06,-5.0005557976008658e-03,1.4856069917820253e-02,-1.9856625715421121e-02
3.1631799163179910e-06,3.8943370767873853e-02,1.3447004641662199e-02,2.5496366126211652e-02
3.1799163179916313e-06,3.8765590622891546e-02,1.2111438612723398e-02,2.6654152010168148e-02
3.1966527196652715e-06,9.0244309345561685e-03,1.0851483630600886e-02,-1.8270526960447175e-03
3.2133891213389117e-06,4.8531666921442247e-03,9.6690029321290158e-03,-4.8158362399847911e-03
3.2301255230125519e-06,3.1484977710626291e-02,8.5656114585280600e-03,2.2919366252098231e-02
3.2468619246861921e-06,-8.0002632608513792e-03,7.5426767572282054e-03,-1.5542940018079585e-02
3.2635983263598323e-06,-5.6926525054431017e-03,6.6013205037895421e-03,-1.2293973009232644e-02
3.2803347280334726e-06,1.6582418529289759e-02,5.7424206280642376e-03,1.0839997901225522e-02
3.2970711297071124e-06,2.9961111063382326e-04,4.9666140275331019e-03,-4.6670029168992787e-03
3.3138075313807526e-06,5.5101806213168339e-03,4.2742998495985743e-03,1.2358807717182596e-03
3.3305439330543928e-06,2.5858484708184046e-03,3.6656433235299629e-03,-1.0797948527115583e-03
3.3472803347280330e-06,9.6335457423924672e-03,3.1405801217379431e-03,6.4929656206545242e-03
3.3640167364016732e-06,2.5296114254340824e-02,2.6988212291034729e-03,2.2597293025237351e-02
3.3807531380753134e-06,5.2375001747080024e-03,2.3398582982043330e-03,2.8976418765036694e-03
3.3974895397489537e-06,1.3312681505490311e-02,2.0629694674702860e-03,1.1249712038020025e-02
3.4142259414225935e-06,-2.7245124921173078e-02,1.8672256185567893e-03,-2.9112350539729867e-02
3.4309623430962337e-06,2.7082793521407043e-03,1.7514970485579540e-03,9.5678230358275029e-04
3.4476987447698739e-06,-9.2014862586998480e-03,1.7144605320821536e-03,-1.0915946790782002e-02
3.4644351464435141e-06,-1.4752608624127202e-02,1.7546067476894023e-03,-1.6507215371816604e-02
3.4811715481171543e-06,-9.4871486567104264e-03,1.8702480427369786e-03,-1.1357396699447405e-02
3.4979079497907945e-06,-1.1001743153334570e-03,2.0595265103011372e-03,-3.1597008256345942e-03
3.5146443514644348e-06,1.7945653861058501e-02,2.3204223515345956e-03,1.5625231509523906e-02
3.5313807531380750e-06,-1.5326676500825358e-02,2.6507624965850865e-03,-1.7977438997410444e-02
3.5481171548117152e-06,5.4550713951631987e-03,3.0482294570354715e-03,2.4068419381277273e-03
3.5648535564853550e-06,-1.7787723733891569e-03,3.5103703827327123e-03,-5.2891427561218693e-03
3.5815899581589952e-06,1.1160097472956891e-03,4.0346062958491156e-03,-2.9185965485534265e-03
3.5983263598326354e-06,2.1676250788095333e-02,4.6182414750634213e-03,1.7058009313031912e-02
3.6150627615062757e-06,1.5364006969378695e-02,5.2584729628614019e-03,1.0105534006517293e-02
3.6317991631799159e-06,2.8061339170183140e-02,5.9524001691331416e-03,2.2108939001049998e-02
3.6485355648535561e-06,6.4385804775754646e-03,6.6970345444862141e-03,-2.5845406691074949e-04
3.6652719665271963e-06,-8.8253352610422400e-04,7.4893092969984219e-03,-8.3718428231026459e-03
3.6820083682008361e-06,7.0406808855985152e-03,8.3260891264996112e-03,-1.2854082409010960e-03
3.6987447698744763e-06,1.4916314963781794e-02,9.2041799508961811e-03,5.7121350128856128e-03
3.7154811715481165e-06,1.4842889730238935e-02,1.0120338599533592e-02,4.7225511307053426e-03
3.7322175732217568e-06,-3.1242269802310568e-03,1.1071282449128150e-02,-1.4195509429359206e-02
3.7489539748953970e-06,1.5474853981112617e-02,1.2053698978388063e-02,3.4211550027245536e-03
3.7656903765690372e-06,1.8542170651511248e-02,1.3064255218082643e-02,5.4779154334286054e-03
3.7824267782426774e-06,5.3904132957186442e-02,1.4099607074005075e-02,3.9804525883181369e-02
3.7991631799163176e-06,4.5336724487255869e-02,1.5156408501005999e-02,3.0180315986249873e-02
3.8158995815899578e-06,5.4429259548955874e-03,1.6231320507049493e-02,-1.0788394552153906e-02
3.8326359832635976e-06,1.5000588709085931e-02,1.7321019967057660e-02,-2.3204312579717286e-03
3.8493723849372383e-06,-1.5615012693448622e-03,1.8422208227161473e-02,-1.9983709496506335e-02
3.8661087866108781e-06,1.2614163273748202e-02,1.9531619480861802e-02,-6.9174562071135995e-03
3.8828451882845187e-06,2.7296203282670219e-02,2.0646028899522523e-02,6.6501743831476959e-03
3.8995815899581585e-06,4.1736936305009562e-02,2.1762260500563853e-02,1.9974675804445709e-02
3.9163179916317983e-06,1.3796507534434026e-02,2.2877194737697941e-02,-9.0806872032639149e-03
3.9330543933054389e-06,1.5997884570003250e-02,2.3987775798542582e-02,-7.9898912285393323e-03
3.9497907949790787e-06,-5.3311267013375907e-03,2.5091018595966585e-02,-3.0422145297304175e-02
3.9665271966527194e-06,2.5494368794547011e-02,2.6184015440553710e-02,-6.8964664600669814e-04
3.9832635983263592e-06,1.3039608563095412e-02,2.7263942382617284e-02,-1.4224333819521873e-02
3.9999999999999998e-06,2.2058408589508846e-02,2.8328065213260520e-02,-6.2696566237516738e-03
