source_type,family,label,p,q,expected_pq,torus_status,scenario,scenario_status,epistemic_label,parity,allowed_n,holonomy_model,attachment,chirality,phi_turns,phi_integer_error,center_n0,selected_n_core,selected_degenerate,E_selected,C_T,L_est,energy_prefactor,SL_torus_round,SL_phys_signed,SL_phys_abs,matches_pq,matches_pq_plus_1,gate_pass_FR,gate_pass_attachment,gate_pass_energy,gate_pass_integer_holonomy,notes
analytic,torus,"analytic:T(2,5)",2,5,10,PASS_DERIVED_PQ,M4_CANON_CYCLE_ATTACHED_ANTIMATTER,CONDITIONAL_MIRROR_SECTOR,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,antimatter,-1.0000000000000002,2.220446049250313e-16,-1.0000000000000002,-1,,6.279667942149572e-32,1.0,15.497923484453226,1.27366797377598,-10,11,11,False,True,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=-1 for antimatter.
analytic,torus,"analytic:T(2,5)",2,5,10,PASS_DERIVED_PQ,M5_TWOOMEGA_TRANSIT,PASSIVE_ADVECTION_FAILS,NEGATIVE_CONTROL,none,-3 -2 -1 0 1 2 3,twoomega_transit,passive_transit,unsigned,2.501,0.4990000000000001,2.501,3,,0.31714459913819293,1.0,15.497923484453226,1.27366797377598,-10,-7,7,False,False,False,False,True,False,Passive two-omega transit is a non-integer holonomy center by default; it cannot by itself define an integer core twist sector.
analytic,torus,"analytic:T(2,7)",2,7,14,PASS_DERIVED_PQ,M0_NONE,BOSONIC_DEFAULT,CONTROL,none,-3 -2 -1 0 1 2 3,none,none,unsigned,0.0,0.0,0.0,0,,0.0,1.0,18.218350312778067,1.0834794843270712,-14,-14,14,True,False,False,False,True,True,No FR parity and no holonomy attachment: default twist stiffness selects n_core=0.
analytic,torus,"analytic:T(2,7)",2,7,14,PASS_DERIVED_PQ,M1_FR_ONLY,LOWEST_ODD_SELECTED,DERIVED_CONDITIONAL_GIVEN_FR,odd,-3 -1 1 3,none,none,unsigned,0.0,0.0,0.0,,"-1,1",1.0834794843270712,1.0,18.218350312778067,1.0834794843270712,-14,,,,,True,False,False,True,FR odd-sector constraint plus positive twist stiffness selects the degenerate pair n_core=±1.
analytic,torus,"analytic:T(2,7)",2,7,14,PASS_DERIVED_PQ,M2_CANON_CYCLE_LOCAL_ONLY,LOCAL_IDENTITY_ONLY,KINEMATIC_ONLY_ATTACHMENT_REQUIRED,none,-3 -2 -1 0 1 2 3,canon_core_cycle,none,unsigned,1.0000000000000002,2.220446049250313e-16,,,,,1.0,18.218350312778067,1.0834794843270712,-14,,,,,False,False,False,True,Omega_core*T_core=2π is local/kinematic only; without global attachment it does not select a closed-knot n_core.
analytic,torus,"analytic:T(2,7)",2,7,14,PASS_DERIVED_PQ,M3_CANON_CYCLE_ATTACHED_MATTER,CONDITIONAL_CANON_CANDIDATE,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,matter,1.0000000000000002,2.220446049250313e-16,1.0000000000000002,1,,5.341966292466553e-32,1.0,18.218350312778067,1.0834794843270712,-14,-15,15,False,True,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=+1 for matter.
analytic,torus,"analytic:T(2,7)",2,7,14,PASS_DERIVED_PQ,M4_CANON_CYCLE_ATTACHED_ANTIMATTER,CONDITIONAL_MIRROR_SECTOR,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,antimatter,-1.0000000000000002,2.220446049250313e-16,-1.0000000000000002,-1,,5.341966292466553e-32,1.0,18.218350312778067,1.0834794843270712,-14,15,15,False,True,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=-1 for antimatter.
analytic,torus,"analytic:T(2,7)",2,7,14,PASS_DERIVED_PQ,M5_TWOOMEGA_TRANSIT,PASSIVE_ADVECTION_FAILS,NEGATIVE_CONTROL,none,-3 -2 -1 0 1 2 3,twoomega_transit,passive_transit,unsigned,2.501,0.4990000000000001,2.501,3,,0.2697874750769252,1.0,18.218350312778067,1.0834794843270712,-14,-11,11,False,False,False,False,True,False,Passive two-omega transit is a non-integer holonomy center by default; it cannot by itself define an integer core twist sector.
analytic,torus,"analytic:T(2,9)",2,9,18,PASS_DERIVED_PQ,M0_NONE,BOSONIC_DEFAULT,CONTROL,none,-3 -2 -1 0 1 2 3,none,none,unsigned,0.0,0.0,0.0,0,,0.0,1.0,21.293332518471537,0.927013598508141,-18,-18,18,True,False,False,False,True,True,No FR parity and no holonomy attachment: default twist stiffness selects n_core=0.
analytic,torus,"analytic:T(2,9)",2,9,18,PASS_DERIVED_PQ,M1_FR_ONLY,LOWEST_ODD_SELECTED,DERIVED_CONDITIONAL_GIVEN_FR,odd,-3 -1 1 3,none,none,unsigned,0.0,0.0,0.0,,"-1,1",0.927013598508141,1.0,21.293332518471537,0.927013598508141,-18,,,,,True,False,False,True,FR odd-sector constraint plus positive twist stiffness selects the degenerate pair n_core=±1.
analytic,torus,"analytic:T(2,9)",2,9,18,PASS_DERIVED_PQ,M2_CANON_CYCLE_LOCAL_ONLY,LOCAL_IDENTITY_ONLY,KINEMATIC_ONLY_ATTACHMENT_REQUIRED,none,-3 -2 -1 0 1 2 3,canon_core_cycle,none,unsigned,1.0000000000000002,2.220446049250313e-16,,,,,1.0,21.293332518471537,0.927013598508141,-18,,,,,False,False,False,True,Omega_core*T_core=2π is local/kinematic only; without global attachment it does not select a closed-knot n_core.
analytic,torus,"analytic:T(2,9)",2,9,18,PASS_DERIVED_PQ,M3_CANON_CYCLE_ATTACHED_MATTER,CONDITIONAL_CANON_CANDIDATE,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,matter,1.0000000000000002,2.220446049250313e-16,1.0000000000000002,1,,4.5705299154457483e-32,1.0,21.293332518471537,0.927013598508141,-18,-19,19,False,True,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=+1 for matter.
analytic,torus,"analytic:T(2,9)",2,9,18,PASS_DERIVED_PQ,M4_CANON_CYCLE_ATTACHED_ANTIMATTER,CONDITIONAL_MIRROR_SECTOR,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,antimatter,-1.0000000000000002,2.220446049250313e-16,-1.0000000000000002,-1,,4.5705299154457483e-32,1.0,21.293332518471537,0.927013598508141,-18,19,19,False,True,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=-1 for antimatter.
analytic,torus,"analytic:T(2,9)",2,9,18,PASS_DERIVED_PQ,M5_TWOOMEGA_TRANSIT,PASSIVE_ADVECTION_FAILS,NEGATIVE_CONTROL,none,-3 -2 -1 0 1 2 3,twoomega_transit,passive_transit,unsigned,2.501,0.4990000000000001,2.501,3,,0.23082731304212573,1.0,21.293332518471537,0.927013598508141,-18,-15,15,False,False,False,False,True,False,Passive two-omega transit is a non-integer holonomy center by default; it cannot by itself define an integer core twist sector.
analytic,torus,"analytic:T(2,11)",2,11,22,PASS_DERIVED_PQ,M0_NONE,BOSONIC_DEFAULT,CONTROL,none,-3 -2 -1 0 1 2 3,none,none,unsigned,0.0,0.0,0.0,0,,0.0,1.0,24.59180082612435,0.8026743930525564,-22,-22,22,True,False,False,False,True,True,No FR parity and no holonomy attachment: default twist stiffness selects n_core=0.
analytic,torus,"analytic:T(2,11)",2,11,22,PASS_DERIVED_PQ,M1_FR_ONLY,LOWEST_ODD_SELECTED,DERIVED_CONDITIONAL_GIVEN_FR,odd,-3 -1 1 3,none,none,unsigned,0.0,0.0,0.0,,"-1,1",0.8026743930525564,1.0,24.59180082612435,0.8026743930525564,-22,,,,,True,False,False,True,FR odd-sector constraint plus positive twist stiffness selects the degenerate pair n_core=±1.
analytic,torus,"analytic:T(2,11)",2,11,22,PASS_DERIVED_PQ,M2_CANON_CYCLE_LOCAL_ONLY,LOCAL_IDENTITY_ONLY,KINEMATIC_ONLY_ATTACHMENT_REQUIRED,none,-3 -2 -1 0 1 2 3,canon_core_cycle,none,unsigned,1.0000000000000002,2.220446049250313e-16,,,,,1.0,24.59180082612435,0.8026743930525564,-22,,,,,False,False,False,True,Omega_core*T_core=2π is local/kinematic only; without global attachment it does not select a closed-knot n_core.
analytic,torus,"analytic:T(2,11)",2,11,22,PASS_DERIVED_PQ,M3_CANON_CYCLE_ATTACHED_MATTER,CONDITIONAL_CANON_CANDIDATE,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,matter,1.0000000000000002,2.220446049250313e-16,1.0000000000000002,1,,3.9574903018822866e-32,1.0,24.59180082612435,0.8026743930525564,-22,-23,23,False,True,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=+1 for matter.
analytic,torus,"analytic:T(2,11)",2,11,22,PASS_DERIVED_PQ,M4_CANON_CYCLE_ATTACHED_ANTIMATTER,CONDITIONAL_MIRROR_SECTOR,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,antimatter,-1.0000000000000002,2.220446049250313e-16,-1.0000000000000002,-1,,3.9574903018822866e-32,1.0,24.59180082612435,0.8026743930525564,-22,23,23,False,True,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=-1 for antimatter.
analytic,torus,"analytic:T(2,11)",2,11,22,PASS_DERIVED_PQ,M5_TWOOMEGA_TRANSIT,PASSIVE_ADVECTION_FAILS,NEGATIVE_CONTROL,none,-3 -2 -1 0 1 2 3,twoomega_transit,passive_transit,unsigned,2.501,0.4990000000000001,2.501,3,,0.19986672654447968,1.0,24.59180082612435,0.8026743930525564,-22,-19,19,False,False,False,False,True,False,Passive two-omega transit is a non-integer holonomy center by default; it cannot by itself define an integer core twist sector.
analytic,torus,"analytic:T(3,2)",3,2,6,PASS_DERIVED_PQ,M0_NONE,BOSONIC_DEFAULT,CONTROL,none,-3 -2 -1 0 1 2 3,none,none,unsigned,0.0,0.0,0.0,0,,0.0,1.0,18.364596556353476,1.0748512084982162,-6,-6,6,True,False,False,False,True,True,No FR parity and no holonomy attachment: default twist stiffness selects n_core=0.
analytic,torus,"analytic:T(3,2)",3,2,6,PASS_DERIVED_PQ,M1_FR_ONLY,LOWEST_ODD_SELECTED,DERIVED_CONDITIONAL_GIVEN_FR,odd,-3 -1 1 3,none,none,unsigned,0.0,0.0,0.0,,"-1,1",1.0748512084982162,1.0,18.364596556353476,1.0748512084982162,-6,,,,,True,False,False,True,FR odd-sector constraint plus positive twist stiffness selects the degenerate pair n_core=±1.
analytic,torus,"analytic:T(3,2)",3,2,6,PASS_DERIVED_PQ,M2_CANON_CYCLE_LOCAL_ONLY,LOCAL_IDENTITY_ONLY,KINEMATIC_ONLY_ATTACHMENT_REQUIRED,none,-3 -2 -1 0 1 2 3,canon_core_cycle,none,unsigned,1.0000000000000002,2.220446049250313e-16,,,,,1.0,18.364596556353476,1.0748512084982162,-6,,,,,False,False,False,True,Omega_core*T_core=2π is local/kinematic only; without global attachment it does not select a closed-knot n_core.
analytic,torus,"analytic:T(3,2)",3,2,6,PASS_DERIVED_PQ,M3_CANON_CYCLE_ATTACHED_MATTER,CONDITIONAL_CANON_CANDIDATE,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,matter,1.0000000000000002,2.220446049250313e-16,1.0000000000000002,1,,5.299425608211259e-32,1.0,18.364596556353476,1.0748512084982162,-6,-7,7,False,True,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=+1 for matter.
analytic,torus,"analytic:T(3,2)",3,2,6,PASS_DERIVED_PQ,M4_CANON_CYCLE_ATTACHED_ANTIMATTER,CONDITIONAL_MIRROR_SECTOR,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,antimatter,-1.0000000000000002,2.220446049250313e-16,-1.0000000000000002,-1,,5.299425608211259e-32,1.0,18.364596556353476,1.0748512084982162,-6,7,7,False,True,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=-1 for antimatter.
analytic,torus,"analytic:T(3,2)",3,2,6,PASS_DERIVED_PQ,M5_TWOOMEGA_TRANSIT,PASSIVE_ADVECTION_FAILS,NEGATIVE_CONTROL,none,-3 -2 -1 0 1 2 3,twoomega_transit,passive_transit,unsigned,2.501,0.4990000000000001,2.501,3,,0.26763902576726445,1.0,18.364596556353476,1.0748512084982162,-6,-3,3,False,False,False,False,True,False,Passive two-omega transit is a non-integer holonomy center by default; it cannot by itself define an integer core twist sector.
analytic,torus,"analytic:T(3,4)",3,4,12,PASS_DERIVED_PQ,M0_NONE,BOSONIC_DEFAULT,CONTROL,none,-3 -2 -1 0 1 2 3,none,none,unsigned,0.0,0.0,0.0,0,,0.0,1.0,19.60944201821097,1.0066175663666121,-12,-12,12,True,False,False,False,True,True,No FR parity and no holonomy attachment: default twist stiffness selects n_core=0.
analytic,torus,"analytic:T(3,4)",3,4,12,PASS_DERIVED_PQ,M1_FR_ONLY,LOWEST_ODD_SELECTED,DERIVED_CONDITIONAL_GIVEN_FR,odd,-3 -1 1 3,none,none,unsigned,0.0,0.0,0.0,,"-1,1",1.0066175663666121,1.0,19.60944201821097,1.0066175663666121,-12,,,,,True,False,False,True,FR odd-sector constraint plus positive twist stiffness selects the degenerate pair n_core=±1.
analytic,torus,"analytic:T(3,4)",3,4,12,PASS_DERIVED_PQ,M2_CANON_CYCLE_LOCAL_ONLY,LOCAL_IDENTITY_ONLY,KINEMATIC_ONLY_ATTACHMENT_REQUIRED,none,-3 -2 -1 0 1 2 3,canon_core_cycle,none,unsigned,1.0000000000000002,2.220446049250313e-16,,,,,1.0,19.60944201821097,1.0066175663666121,-12,,,,,False,False,False,True,Omega_core*T_core=2π is local/kinematic only; without global attachment it does not select a closed-knot n_core.
analytic,torus,"analytic:T(3,4)",3,4,12,PASS_DERIVED_PQ,M3_CANON_CYCLE_ATTACHED_MATTER,CONDITIONAL_CANON_CANDIDATE,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,matter,1.0000000000000002,2.220446049250313e-16,1.0000000000000002,1,,4.96300777884586e-32,1.0,19.60944201821097,1.0066175663666121,-12,-13,13,False,True,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=+1 for matter.
analytic,torus,"analytic:T(3,4)",3,4,12,PASS_DERIVED_PQ,M4_CANON_CYCLE_ATTACHED_ANTIMATTER,CONDITIONAL_MIRROR_SECTOR,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,antimatter,-1.0000000000000002,2.220446049250313e-16,-1.0000000000000002,-1,,4.96300777884586e-32,1.0,19.60944201821097,1.0066175663666121,-12,13,13,False,True,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=-1 for antimatter.
analytic,torus,"analytic:T(3,4)",3,4,12,PASS_DERIVED_PQ,M5_TWOOMEGA_TRANSIT,PASSIVE_ADVECTION_FAILS,NEGATIVE_CONTROL,none,-3 -2 -1 0 1 2 3,twoomega_transit,passive_transit,unsigned,2.501,0.4990000000000001,2.501,3,,0.2506487806428529,1.0,19.60944201821097,1.0066175663666121,-12,-9,9,False,False,False,False,True,False,Passive two-omega transit is a non-integer holonomy center by default; it cannot by itself define an integer core twist sector.
ideal,torus,ideal:3:1:1,2,3,6,PASS_DERIVED_PQ,M0_NONE,BOSONIC_DEFAULT,CONTROL,none,-3 -2 -1 0 1 2 3,none,none,unsigned,0.0,0.0,0.0,0,,0.0,1.0,13.219933772541562,1.4931397646770366,-6,-6,6,True,False,False,False,True,True,No FR parity and no holonomy attachment: default twist stiffness selects n_core=0.
ideal,torus,ideal:3:1:1,2,3,6,PASS_DERIVED_PQ,M1_FR_ONLY,LOWEST_ODD_SELECTED,DERIVED_CONDITIONAL_GIVEN_FR,odd,-3 -1 1 3,none,none,unsigned,0.0,0.0,0.0,,"-1,1",1.4931397646770366,1.0,13.219933772541562,1.4931397646770366,-6,,,,,True,False,False,True,FR odd-sector constraint plus positive twist stiffness selects the degenerate pair n_core=±1.
ideal,torus,ideal:3:1:1,2,3,6,PASS_DERIVED_PQ,M2_CANON_CYCLE_LOCAL_ONLY,LOCAL_IDENTITY_ONLY,KINEMATIC_ONLY_ATTACHMENT_REQUIRED,none,-3 -2 -1 0 1 2 3,canon_core_cycle,none,unsigned,1.0000000000000002,2.220446049250313e-16,,,,,1.0,13.219933772541562,1.4931397646770366,-6,,,,,False,False,False,True,Omega_core*T_core=2π is local/kinematic only; without global attachment it does not select a closed-knot n_core.
ideal,torus,ideal:3:1:1,2,3,6,PASS_DERIVED_PQ,M3_CANON_CYCLE_ATTACHED_MATTER,CONDITIONAL_CANON_CANDIDATE,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,matter,1.0000000000000002,2.220446049250313e-16,1.0000000000000002,1,,7.361747414903848e-32,1.0,13.219933772541562,1.4931397646770366,-6,-7,7,False,True,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=+1 for matter.
ideal,torus,ideal:3:1:1,2,3,6,PASS_DERIVED_PQ,M4_CANON_CYCLE_ATTACHED_ANTIMATTER,CONDITIONAL_MIRROR_SECTOR,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,antimatter,-1.0000000000000002,2.220446049250313e-16,-1.0000000000000002,-1,,7.361747414903848e-32,1.0,13.219933772541562,1.4931397646770366,-6,7,7,False,True,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=-1 for antimatter.
ideal,torus,ideal:3:1:1,2,3,6,PASS_DERIVED_PQ,M5_TWOOMEGA_TRANSIT,PASSIVE_ADVECTION_FAILS,NEGATIVE_CONTROL,none,-3 -2 -1 0 1 2 3,twoomega_transit,passive_transit,unsigned,2.501,0.4990000000000001,2.501,3,,0.37179329454434695,1.0,13.219933772541562,1.4931397646770366,-6,-3,3,False,False,False,False,True,False,Passive two-omega transit is a non-integer holonomy center by default; it cannot by itself define an integer core twist sector.
ideal,torus,ideal:5:1:1,2,5,10,SOURCE_FIT_NOT_CANONICAL,M0_NONE,BOSONIC_DEFAULT,CONTROL,none,-3 -2 -1 0 1 2 3,none,none,unsigned,0.0,0.0,0.0,0,,0.0,1.0,15.959463521274678,1.2368341063510981,-9,-9,9,False,False,False,False,True,True,No FR parity and no holonomy attachment: default twist stiffness selects n_core=0.
ideal,torus,ideal:5:1:1,2,5,10,SOURCE_FIT_NOT_CANONICAL,M1_FR_ONLY,LOWEST_ODD_SELECTED,DERIVED_CONDITIONAL_GIVEN_FR,odd,-3 -1 1 3,none,none,unsigned,0.0,0.0,0.0,,"-1,1",1.2368341063510981,1.0,15.959463521274678,1.2368341063510981,-9,,,,,True,False,False,True,FR odd-sector constraint plus positive twist stiffness selects the degenerate pair n_core=±1.
ideal,torus,ideal:5:1:1,2,5,10,SOURCE_FIT_NOT_CANONICAL,M2_CANON_CYCLE_LOCAL_ONLY,LOCAL_IDENTITY_ONLY,KINEMATIC_ONLY_ATTACHMENT_REQUIRED,none,-3 -2 -1 0 1 2 3,canon_core_cycle,none,unsigned,1.0000000000000002,2.220446049250313e-16,,,,,1.0,15.959463521274678,1.2368341063510981,-9,,,,,False,False,False,True,Omega_core*T_core=2π is local/kinematic only; without global attachment it does not select a closed-knot n_core.
ideal,torus,ideal:5:1:1,2,5,10,SOURCE_FIT_NOT_CANONICAL,M3_CANON_CYCLE_ATTACHED_MATTER,CONDITIONAL_CANON_CANDIDATE,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,matter,1.0000000000000002,2.220446049250313e-16,1.0000000000000002,1,,6.098062954652178e-32,1.0,15.959463521274678,1.2368341063510981,-9,-10,10,True,False,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=+1 for matter.
ideal,torus,ideal:5:1:1,2,5,10,SOURCE_FIT_NOT_CANONICAL,M4_CANON_CYCLE_ATTACHED_ANTIMATTER,CONDITIONAL_MIRROR_SECTOR,DERIVED_CONDITIONAL_FR_ATTACHMENT_CT_POSITIVE,odd,-3 -1 1 3,canon_core_cycle,global,antimatter,-1.0000000000000002,2.220446049250313e-16,-1.0000000000000002,-1,,6.098062954652178e-32,1.0,15.959463521274678,1.2368341063510981,-9,10,10,True,False,True,True,True,True,FR odd-sector + global core-cycle attachment + C_T>0 selects n_core=-1 for antimatter.
ideal,torus,ideal:5:1:1,2,5,10,SOURCE_FIT_NOT_CANONICAL,M5_TWOOMEGA_TRANSIT,PASSIVE_ADVECTION_FAILS,NEGATIVE_CONTROL,none,-3 -2 -1 0 1 2 3,twoomega_transit,passive_transit,unsigned,2.501,0.4990000000000001,2.501,3,,0.30797292931552994,1.0,15.959463521274678,1.2368341063510981,-9,-6,6,False,False,False,False,True,False,Passive two-omega transit is a non-integer holonomy center by default; it cannot by itself define an integer core twist sector.
ideal,torus,ideal:7:1:1,2,7,14,SOURCE_FIT_NOT_CANONICAL,M0_NONE,BOSONIC_DEFAULT,CONTROL,none,-3 -2 -1 0 1 2 3,none,none,unsigned,0.0,0.0,0.0,0,,0.0,1.0,18.6009190288653,1.0611953512375918,13,13,13,False,False,False,False,True,True,No FR parity and no holonomy attachment: default twist stiffness selects n_core=0.
ideal,torus,ideal:7:1:1,2,7,14,SOURCE_FIT_NOT_CANONICAL,M1_FR_ONLY,LOWEST_ODD_SELECTED,DERIVED_CONDITIONAL_GIVEN_FR,odd,-3 -1 1 3,none,none,unsigned,0.0,0.0,0.0,,"-1,1",1.0611953512375918,1.0,18.6009190288653,1.0611953512375918,13,,,,,True,False,False,True,FR odd-sector constraint plus positive twist stiffness selects the degenerate pair n_core=±1.
